#Meteo hourly data
#Site,Marchena-Spain
#Country,Morocco
#Data Source,Cams Solar radiations and ERA5 for meteorological data
#Time step,Hour
2010
#Latitude,37.338137
#Longitude,-5.338935
#Altitude,110.0
#Time zone,UTC+01:00
#Plane tilt,30
Year,Month,Day,Hour,Minute,GHI,DHI,DNI,GPI,Tamb,WindVel,Press,RelHum
,,,,,W/m2,W/m2,W/m2,W/m2,deg.C,m/s,mb,%
2010,1,1,0,0,0.0,0.0,0.0,0.0,9.785000000000023,4.19175540098656,1014.89,76.58426804180733
2010,1,1,1,0,0.0,0.0,0.0,0.0,9.616750000000025,4.049605608339096,1014.81875,77.42672705000008
2010,1,1,2,0,0.0,0.0,0.0,0.0,9.372640000000048,4.204685861231116,1014.6694,79.46649765713552
2010,1,1,3,0,0.0,0.0,0.0,0.0,9.653650000000027,4.021760216032682,1014.6231,80.39173077555543
2010,1,1,4,0,0.0,0.0,0.0,0.0,9.651640000000045,3.7780460664387103,1014.8631,81.53386850316495
2010,1,1,5,0,0.0,0.0,0.0,0.0,9.843870000000038,3.657201083997817,1015.0194,82.98484691460044
2010,1,1,6,0,0.0,0.0,0.0,0.0,9.73702000000003,3.58131594329102,1015.3131,83.10713180622142
2010,1,1,7,0,2.4492,2.4488,0.009,2.326585396705612,9.62936000000002,3.597691001300318,1015.615,83.35989647356008
2010,1,1,8,0,78.066,60.0751,96.096,88.25544191012659,10.19210000000004,3.944763176008204,1016.2544,81.34290599988715
2010,1,1,9,0,246.3063,113.4196,450.8698,345.74400267690817,10.854330000000004,4.203671313316855,1016.7981,79.67365712978818
2010,1,1,10,0,363.1058,147.0472,539.0963,513.7543131136079,13.02773000000002,4.275801347973266,1017.59,69.77268562208619
2010,1,1,11,0,433.9494,169.6258,561.8848,615.9130301481988,13.632100000000037,4.965954136930104,1018.22875,66.35162971962086
2010,1,1,12,0,436.5027,188.9515,501.9206,614.2722317855588,13.706260000000045,5.388442848538912,1017.465,67.46022747005962
2010,1,1,13,0,445.0615,158.3354,622.1546,685.7423022351461,14.07772,6.639678776422689,1017.3781,66.04210491185641
2010,1,1,14,0,368.2809,132.8894,599.1564,601.170002316816,14.92455000000001,6.245859170280813,1017.21375,61.579965823218174
2010,1,1,15,0,168.0266,113.331,227.2828,259.16954563869535,14.85208,4.924846885562491,1017.1225,60.07922776265505
2010,1,1,16,0,79.0206,49.3073,211.2507,151.06605154790623,14.70876000000004,4.239245680202293,1017.4381,59.66328549944604
2010,1,1,17,0,0.8312,0.8147,0.4894,0.9138115004065781,13.500200000000008,3.27134939285554,1018.0475,65.62486090979914
2010,1,1,18,0,0.0,0.0,0.0,0.0,12.917500000000018,2.5134208722741525,1018.4256,67.95608207000625
2010,1,1,19,0,0.0,0.0,0.0,0.0,12.004240000000038,2.3415619388551927,1018.875,72.87694562287894
2010,1,1,20,0,0.0,0.0,0.0,0.0,10.956600000000035,2.6404300200306348,1019.4025,78.17453308455191
2010,1,1,21,0,0.0,0.0,0.0,0.0,10.30435,2.5625837486663903,1020.0819,80.15299807785927
2010,1,1,22,0,0.0,0.0,0.0,0.0,9.066900000000032,2.4495196813479208,1020.25875,84.13479775467633
2010,1,1,23,0,0.0,0.0,0.0,0.0,8.681669999999997,2.173863522572252,1020.705,86.05860356152996
2010,1,2,0,0,0.0,0.0,0.0,0.0,8.16595000000001,1.809744951206755,1020.2756,86.70933747306962
2010,1,2,1,0,0.0,0.0,0.0,0.0,7.966150000000027,1.665137947107197,1020.4719,86.93190659176946
2010,1,2,2,0,0.0,0.0,0.0,0.0,7.070760000000007,1.5783278012899646,1020.4894,88.40489535664823
2010,1,2,3,0,0.0,0.0,0.0,0.0,6.304000000000031,1.4682089403271643,1020.635,90.05290446098164
2010,1,2,4,0,0.0,0.0,0.0,0.0,5.659330000000011,1.3454746807094595,1020.4631,90.15379145594105
2010,1,2,5,0,0.0,0.0,0.0,0.0,6.122029999999995,1.2028788870388916,1020.4975,88.28167962929757
2010,1,2,6,0,0.0,0.0,0.0,0.0,6.25445000000002,0.9535284823960228,1020.6169,87.10515597588494
2010,1,2,7,0,3.741,3.3579,8.5014,3.945034578572236,5.259550000000047,1.3599442039144451,1020.4044,90.16146072413449
2010,1,2,8,0,100.4715,56.8979,270.3965,141.36167052818422,6.023900000000026,1.75116416840141,1020.7056,90.22331641664488
2010,1,2,9,0,268.5655,88.6868,608.4469,404.89791529852124,7.866300000000024,1.9840092845336916,1021.0931,87.39040775394739
2010,1,2,10,0,399.0658,102.722,734.5139,606.9639732748245,11.604360000000042,1.395781654648964,1021.63625,71.30020344943323
2010,1,2,11,0,447.3342,149.2701,630.4941,652.1715361195144,12.702050000000042,1.4916208413250334,1021.71125,68.54618824183156
2010,1,2,12,0,497.1658,130.3358,742.5916,767.5212772326246,13.550380000000018,1.5667880368499116,1021.0294,67.87251152298384
2010,1,2,13,0,482.2517,103.1708,813.1863,798.6535244685501,14.201999999999998,1.9027263445445537,1020.33125,67.15198812697915
2010,1,2,14,0,354.45,130.7852,566.9585,574.4962249115408,15.218530000000044,2.076756578798828,1019.5681,61.99116106505663
2010,1,2,15,0,219.2472,113.6655,401.4294,376.4669751874273,15.329980000000036,1.8598297441414389,1019.2106,61.213337086060335
2010,1,2,16,0,85.6799,40.766,343.7301,208.95842819474075,14.90100000000001,1.634256774587681,1019.09125,61.693948524492285
2010,1,2,17,0,1.0827,0.9572,3.8756,2.025686592417749,12.910420000000045,1.6186119125180471,1018.6675,75.21785206546
2010,1,2,18,0,0.0,0.0,0.0,0.0,12.102000000000032,1.548946274162358,1018.8131,78.95526235441466
2010,1,2,19,0,0.0,0.0,0.0,0.0,10.991240000000005,1.730320927940138,1018.9581,82.25671100890882
2010,1,2,20,0,0.0,0.0,0.0,0.0,11.541470000000004,1.6481141126389671,1019.42125,80.13276775094972
2010,1,2,21,0,0.0,0.0,0.0,0.0,12.049860000000024,1.5275677093966955,1019.5675,77.39919113239469
2010,1,2,22,0,0.0,0.0,0.0,0.0,8.999230000000011,1.2346927985545375,1019.8275,84.07095305760562
2010,1,2,23,0,0.0,0.0,0.0,0.0,7.4084700000000225,1.2996947647732755,1019.9,89.1698849764939
2010,1,3,0,0,0.0,0.0,0.0,0.0,6.124960000000044,1.230490014266245,1019.33375,92.3348280508251
2010,1,3,1,0,0.0,0.0,0.0,0.0,6.318140000000028,1.256860688395484,1019.86,94.8781437832564
2010,1,3,2,0,0.0,0.0,0.0,0.0,6.46750000000003,1.3037909191864467,1019.65375,92.29834260269143
2010,1,3,3,0,0.0,0.0,0.0,0.0,6.318870000000004,1.550986053985664,1019.6831,94.09062135169845
2010,1,3,4,0,0.0,0.0,0.0,0.0,6.786650000000009,1.684872836013451,1019.2994,93.30889217290182
2010,1,3,5,0,0.0,0.0,0.0,0.0,6.786580000000015,1.818286439188045,1019.2306,92.31138479269224
2010,1,3,6,0,0.0,0.0,0.0,0.0,6.638500000000022,1.8791116224383264,1019.275,92.73622215541964
2010,1,3,7,0,2.8515,2.849,0.0554,2.7107053855555083,6.62972000000002,1.727908321573934,1019.5525,93.08353292444842
2010,1,3,8,0,76.0198,70.6206,29.1054,76.44792660505368,6.852080000000001,1.8334470103930736,1019.3019,92.91757848417392
2010,1,3,9,0,133.4324,124.435,29.2515,133.5806028485845,8.076900000000023,2.0902518938284738,1019.6681,87.27915126878841
2010,1,3,10,0,145.1112,141.9092,7.683,140.10669754825207,12.013149999999996,1.4965784350994815,1019.9294,76.37417760570597
2010,1,3,11,0,178.2512,172.2229,13.1248,174.19376506816928,13.285900000000026,1.6685187837623208,1020.0506,76.35143510771036
2010,1,3,12,0,208.2144,134.158,150.3092,257.8075867709422,13.350430000000015,1.3485760179988775,1018.9581,81.62538194169
2010,1,3,13,0,239.1719,196.8455,88.0944,262.9789094194444,14.054100000000004,1.147988518543971,1018.09375,81.65353095368195
2010,1,3,14,0,153.122,141.5982,32.5432,160.35761137037412,14.677580000000034,2.7716849909135703,1017.0781,79.23500559826347
2010,1,3,15,0,160.8518,106.2389,209.9532,241.71322532659306,14.911280000000032,2.866838103333309,1016.5181,78.30321061907738
2010,1,3,16,0,76.3646,43.0614,207.3004,144.09618153491718,14.665430000000017,2.5437184958316927,1016.7344,79.11699719149766
2010,1,3,17,0,0.809,0.809,0.0006,0.7685291893492816,14.244960000000049,1.4213382361446087,1016.6081,84.15136518140793
