datetime_x,TOA,Clear sky GHI,Clear sky BHI,Clear sky DHI,Clear sky BNI,GHI,DHI,DNI,Temperature,Dew Point,Wind Speed,Wind Direction,Relative Humidity,Pressure,Surface solar radiation downwards,datetime_y,min_temp,max_temp,min_dew,max_dew,max_wind_speed,GTI,Year
2018-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.11868000000004,13.585050000000024,6.51056472650034,43.479338413068106,90.5580718741103,1031.5806,0.0,2018-01-01,12.099199999999996,20.376059999999995,8.22442000000001,13.585050000000024,8.190213301016449,0.0,2018
2018-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.836270000000011,13.286500000000046,6.834370452225885,44.93161739429458,90.44272821691902,1031.6581,0.0,2018-01-01,12.099199999999996,20.376059999999995,8.22442000000001,13.585050000000024,8.190213301016449,0.0,2018
2018-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.58584000000002,12.305440000000033,7.096383246065227,46.1183604904979,91.96787312297276,1031.2644,0.0,2018-01-01,12.099199999999996,20.376059999999995,8.22442000000001,13.585050000000024,8.190213301016449,0.0,2018
2018-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.081080000000044,11.675620000000038,7.065539014541336,51.46910554851005,91.18089727584466,1031.1306,0.0,2018-01-01,12.099199999999996,20.376059999999995,8.22442000000001,13.585050000000024,8.190213301016449,0.0,2018
2018-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.057180000000017,11.457970000000046,6.835270530005988,60.51472900718744,90.01863386539087,1030.58625,0.0,2018-01-01,12.099199999999996,20.376059999999995,8.22442000000001,13.585050000000024,8.190213301016449,0.0,2018
2018-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.473000000000011,10.683370000000023,6.16043332880237,74.01064609583598,88.84175404276822,1030.6375,0.0,2018-01-01,12.099199999999996,20.376059999999995,8.22442000000001,13.585050000000024,8.190213301016449,0.0,2018
2018-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.239280000000008,10.096550000000036,5.66677703479528,85.51562617130851,86.75149639072417,1030.5644,0.0,2018-01-01,12.099199999999996,20.376059999999995,8.22442000000001,13.585050000000024,8.190213301016449,0.0,2018
2018-01-01 07:00:00,11.4172,3.7462,0.9063,2.84,20.8402,3.7462,2.84,20.8402,12.099199999999996,9.620720000000006,4.898600587866538,89.5784447659361,84.80649274375207,1030.9144,0.0,2018-01-01,12.099199999999996,20.376059999999995,8.22442000000001,13.585050000000024,8.190213301016449,4.021068307139627,2018
2018-01-01 08:00:00,208.6331,117.6825,73.177,44.5055,448.8905,117.6825,44.5055,448.8905,12.75457,9.420920000000024,4.2386158905355575,86.00808204014514,80.15078377752243,1030.9006,13696.0,2018-01-01,12.099199999999996,20.376059999999995,8.22442000000001,13.585050000000024,8.190213301016449,178.36662750836766,2018
2018-01-01 09:00:00,442.5336,305.3715,231.9416,73.4299,731.1907,305.3715,73.4299,731.1907,13.507200000000012,9.322600000000024,4.442182478772588,78.95766503407431,75.80382619650359,1031.29125,400704.0,2018-01-01,12.099199999999996,20.376059999999995,8.22442000000001,13.585050000000024,8.190213301016449,447.4756392464883,2018
2018-01-01 10:00:00,626.3002,465.4626,378.2798,87.1828,848.6896,465.4626,87.1828,848.6896,17.129080000000044,8.22442000000001,4.356214834025982,69.33757099014251,55.781718021807634,1032.0881,1027008.0,2018-01-01,12.099199999999996,20.376059999999995,8.22442000000001,13.585050000000024,8.190213301016449,673.19514105637,2018
2018-01-01 11:00:00,747.4135,573.8214,480.4065,93.4149,904.536,573.8214,93.4149,904.536,18.603850000000023,8.34557000000001,4.689802607342553,49.78486756599255,51.25944521906279,1032.13,1608192.0,2018-01-01,12.099199999999996,20.376059999999995,8.22442000000001,13.585050000000024,8.190213301016449,836.1781351627511,2018
2018-01-01 12:00:00,797.6213,619.7409,525.179,94.5619,926.9427,619.7409,94.5619,926.9427,19.74908000000005,9.188620000000014,5.814562921127112,31.06035154974434,50.53152253743993,1031.0694,1998208.0,2018-01-01,12.099199999999996,20.376059999999995,8.22442000000001,13.585050000000024,8.190213301016449,923.6705918608914,2018
2018-01-01 13:00:00,773.5016,599.1932,507.6083,91.5849,923.7749,599.1932,91.5849,923.7749,19.97332,9.908230000000003,7.138141863676331,28.02673833172841,52.30344069610715,1030.4631,2144384.0,2018-01-01,12.099199999999996,20.376059999999995,8.22442000000001,13.585050000000024,8.190213301016449,927.9235402028658,2018
2018-01-01 14:00:00,676.6968,513.9311,429.2844,84.6467,892.3044,513.9311,84.6467,892.3044,20.376059999999995,10.342219999999998,7.687283331618524,32.36818778980921,52.52066880070615,1029.52625,2076992.0,2018-01-01,12.099199999999996,20.376059999999995,8.22442000000001,13.585050000000024,8.190213301016449,845.8589474441014,2018
2018-01-01 15:00:00,513.8013,371.6455,298.4931,73.1524,814.3066,371.6455,73.1524,814.3066,20.33587,11.079980000000036,7.8477156546423394,32.91089327939172,55.30141626187168,1029.2094,1755904.0,2018-01-01,12.099199999999996,20.376059999999995,8.22442000000001,13.585050000000024,8.190213301016449,676.7472471752715,2018
2018-01-01 16:00:00,295.9122,189.1646,136.3261,52.8385,629.2791,189.1646,52.8385,629.2791,20.02468000000005,11.591499999999996,8.190213301016449,30.664644787952355,58.317678211161095,1029.2644,1253888.0,2018-01-01,12.099199999999996,20.376059999999995,8.22442000000001,13.585050000000024,8.190213301016449,416.30515068241715,2018
2018-01-01 17:00:00,55.7773,25.6199,12.8904,12.7295,154.0148,25.6199,12.7295,154.0148,18.62585000000001,12.539270000000045,7.86426481706726,30.151944936938317,67.7154692182821,1029.4144,625536.0,2018-01-01,12.099199999999996,20.376059999999995,8.22442000000001,13.585050000000024,8.190213301016449,70.38676845657214,2018
2018-01-01 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.549950000000024,12.901820000000043,7.421860733287037,35.11295726182022,69.67302535181496,1029.8169,87680.0,2018-01-01,12.099199999999996,20.376059999999995,8.22442000000001,13.585050000000024,8.190213301016449,0.0,2018
