datetime_x,TOA,Clear sky GHI,Clear sky BHI,Clear sky DHI,Clear sky BNI,GHI,DHI,DNI,Temperature,Dew Point,Wind Speed,Wind Direction,Relative Humidity,Pressure,Surface solar radiation downwards,datetime_y,min_temp,max_temp,min_dew,max_dew,max_wind_speed,GTI,Year
2015-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.90518000000003,9.237600000000045,2.4445348508579223,69.11578099334578,89.44191263430206,1029.3544,0.0,2015-01-01,7.337370000000021,18.234460000000013,5.62420000000003,10.063500000000031,4.622279796346686,0.0,2015
2015-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.795680000000004,9.0745,2.4970865215188125,83.69433502354765,89.1104800778254,1029.3644,0.0,2015-01-01,7.337370000000021,18.234460000000013,5.62420000000003,10.063500000000031,4.622279796346686,0.0,2015
2015-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.749230000000011,8.23037000000005,2.516758514418138,94.8447337230227,90.25639899509146,1028.8775,0.0,2015-01-01,7.337370000000021,18.234460000000013,5.62420000000003,10.063500000000031,4.622279796346686,0.0,2015
2015-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.706630000000018,7.337100000000021,2.3986228377693624,96.39505358606836,91.10479647210904,1028.9306,0.0,2015-01-01,7.337370000000021,18.234460000000013,5.62420000000003,10.063500000000031,4.622279796346686,0.0,2015
2015-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.148860000000013,6.86020000000002,2.2997729528404216,92.24727677202888,91.573765038126,1028.9056,0.0,2015-01-01,7.337370000000021,18.234460000000013,5.62420000000003,10.063500000000031,4.622279796346686,0.0,2015
2015-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.730950000000007,6.563199999999995,2.3695777237753384,89.511499518505,92.31191784864752,1028.9975,0.0,2015-01-01,7.337370000000021,18.234460000000013,5.62420000000003,10.063500000000031,4.622279796346686,0.0,2015
2015-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.359460000000013,5.949850000000026,2.5150970273188653,88.76311984282671,90.760017478912,1029.29625,0.0,2015-01-01,7.337370000000021,18.234460000000013,5.62420000000003,10.063500000000031,4.622279796346686,0.0,2015
2015-01-01 07:00:00,11.4996,3.8144,0.9488,2.8657,21.8488,3.8144,2.8657,21.8488,7.337370000000021,5.9008400000000165,2.726785224801951,89.01147685245148,90.5895488031028,1030.0606,0.0,2015-01-01,7.337370000000021,18.234460000000013,5.62420000000003,10.063500000000031,4.622279796346686,4.12120401312306,2015
2015-01-01 08:00:00,208.8512,117.0256,70.5912,46.4344,433.6803,117.0256,46.4344,433.6803,7.629000000000019,5.62420000000003,3.044041745390348,91.68556244885364,87.11682163679596,1030.35,15104.0,2015-01-01,7.337370000000021,18.234460000000013,5.62420000000003,10.063500000000031,4.622279796346686,175.78321330119377,2015
2015-01-01 09:00:00,442.615,304.0,224.6004,79.3997,707.5118,304.0,79.3997,707.5118,9.160360000000026,6.821650000000034,3.655524851868429,91.27675472279994,85.28870745553436,1031.1744,413952.0,2015-01-01,7.337370000000021,18.234460000000013,5.62420000000003,10.063500000000031,4.622279796346686,441.1705636342893,2015
2015-01-01 10:00:00,626.2211,464.9202,369.79,95.1302,829.624,464.9202,95.1302,829.624,13.6866,8.497029999999995,3.326851885200539,82.30658054003848,70.86099228709189,1031.6444,1057152.0,2015-01-01,7.337370000000021,18.234460000000013,5.62420000000003,10.063500000000031,4.622279796346686,667.6724434581865,2015
2015-01-01 11:00:00,747.1613,573.8199,471.9161,101.9039,888.8112,573.8199,101.9039,888.8112,15.220700000000022,8.913720000000012,3.300944511776926,66.72267371464831,66.00823156173499,1032.0394,1613824.0,2015-01-01,7.337370000000021,18.234460000000013,5.62420000000003,10.063500000000031,4.622279796346686,831.3204542722522,2015
2015-01-01 12:00:00,797.1949,619.3523,516.048,103.3044,911.311,619.3523,103.3044,911.311,16.398650000000032,9.17574000000002,3.543173952271906,51.44142332459154,62.311836944007005,1030.84875,1989760.0,2015-01-01,7.337370000000021,18.234460000000013,5.62420000000003,10.063500000000031,4.622279796346686,917.8463494393461,2015
2015-01-01 13:00:00,772.9123,597.5443,496.7989,100.7454,904.757,597.5443,100.7454,904.757,17.087900000000047,9.129050000000008,3.73897097502597,42.894593322315046,59.45761889515605,1030.2031,2147328.0,2015-01-01,7.337370000000021,18.234460000000013,5.62420000000003,10.063500000000031,4.622279796346686,919.1100004145377,2015
2015-01-01 14:00:00,675.9665,510.7817,417.3419,93.4398,868.2913,510.7817,93.4398,868.2913,18.063469999999995,8.423550000000034,3.912829679206271,36.88142612298545,53.30642671800918,1029.50125,2075072.0,2015-01-01,7.337370000000021,18.234460000000013,5.62420000000003,10.063500000000031,4.622279796346686,833.2995430164177,2015
2015-01-01 15:00:00,512.9617,367.3694,287.157,80.2125,784.3353,367.3694,80.2125,784.3353,18.234460000000013,8.38590000000005,4.166954599804837,30.420313249020808,52.60291453194264,1029.3769,1768768.0,2015-01-01,7.337370000000021,18.234460000000013,5.62420000000003,10.063500000000031,4.622279796346686,660.7330656845381,2015
2015-01-01 16:00:00,295.0024,184.9434,128.3183,56.6252,592.5844,184.9434,56.6252,592.5844,17.95437000000004,8.426720000000046,4.622279796346686,25.14681121379637,53.68464486687115,1029.2106,1264256.0,2015-01-01,7.337370000000021,18.234460000000013,5.62420000000003,10.063500000000031,4.622279796346686,398.22988594533297,2015
2015-01-01 17:00:00,55.1845,24.5057,11.5155,12.9903,137.9658,24.5057,12.9903,137.9658,16.417020000000036,10.045470000000025,4.37541160614238,21.31904790926457,65.98271232816131,1029.3731,629760.0,2015-01-01,7.337370000000021,18.234460000000013,5.62420000000003,10.063500000000031,4.622279796346686,64.479127181021,2015
2015-01-01 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.165200000000029,10.045920000000024,4.078777389199131,26.306713617991957,71.48318568588797,1029.74625,87552.0,2015-01-01,7.337370000000021,18.234460000000013,5.62420000000003,10.063500000000031,4.622279796346686,0.0,2015
2015-01-01 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.315179999999998,10.063500000000031,4.007801443712482,36.37815881436113,75.59877523055731,1030.4925,0.0,2015-01-01,7.337370000000021,18.234460000000013,5.62420000000003,10.063500000000031,4.622279796346686,0.0,2015
2015-01-01 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.917140000000018,9.815150000000015,3.940082461490957,45.075626380749135,81.42999979346797,1030.5544,0.0,2015-01-01,7.337370000000021,18.234460000000013,5.62420000000003,10.063500000000031,4.622279796346686,0.0,2015
2015-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.187130000000025,8.92742000000004,3.7327884959184505,52.59604375392279,85.96588286712651,1030.8881,0.0,2015-01-01,7.337370000000021,18.234460000000013,5.62420000000003,10.063500000000031,4.622279796346686,0.0,2015
2015-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.74203,8.70025000000004,3.163459648482112,57.85751945002208,87.19666375492004,1031.6319,0.0,2015-01-01,7.337370000000021,18.234460000000013,5.62420000000003,10.063500000000031,4.622279796346686,0.0,2015
2015-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.021900000000016,8.978850000000023,2.9949925132869244,67.19160721279928,87.21597243204874,1031.5694,0.0,2015-01-01,7.337370000000021,18.234460000000013,5.62420000000003,10.063500000000031,4.622279796346686,0.0,2015
2015-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.519740000000011,8.479270000000042,2.781948319451675,76.48747203427394,87.18307586499104,1031.8094,0.0,2015-01-02,6.360100000000045,17.73022000000003,5.355070000000012,10.858120000000042,3.0858367713483585,0.0,2015
2015-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.836720000000014,8.07310000000001,2.554237859584624,88.88786284599254,88.77460514535133,1031.6669,0.0,2015-01-02,6.360100000000045,17.73022000000003,5.355070000000012,10.858120000000042,3.0858367713483585,0.0,2015
2015-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.53597000000002,7.129970000000014,2.346676551453568,98.0960660499804,90.86580803437056,1031.7069,0.0,2015-01-02,6.360100000000045,17.73022000000003,5.355070000000012,10.858120000000042,3.0858367713483585,0.0,2015
2015-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.942800000000034,6.425560000000019,2.1091377096769954,103.42930728514324,90.13082139801016,1031.685,0.0,2015-01-02,6.360100000000045,17.73022000000003,5.355070000000012,10.858120000000042,3.0858367713483585,0.0,2015
2015-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.485700000000008,6.199850000000026,1.938666999874929,104.13632085669992,91.54819970001856,1031.8075,0.0,2015-01-02,6.360100000000045,17.73022000000003,5.355070000000012,10.858120000000042,3.0858367713483585,0.0,2015
2015-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.859740000000045,5.715300000000013,1.9375712215922103,101.85115023074184,92.40884143218892,1031.8825,0.0,2015-01-02,6.360100000000045,17.73022000000003,5.355070000000012,10.858120000000042,3.0858367713483585,0.0,2015
2015-01-02 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.782250000000033,5.68240000000003,2.080862349016576,99.08670920456107,92.6903815149,1032.2469,0.0,2015-01-02,6.360100000000045,17.73022000000003,5.355070000000012,10.858120000000042,3.0858367713483585,0.0,2015
2015-01-02 07:00:00,11.2437,3.9581,1.2913,2.6668,30.2797,3.9581,2.6668,30.2797,6.360100000000045,5.355070000000012,2.3166068671890296,99.79946301932183,93.27923531921807,1032.82625,0.0,2015-01-02,6.360100000000045,17.73022000000003,5.355070000000012,10.858120000000042,3.0858367713483585,4.418226223047014,2015
2015-01-02 08:00:00,208.2108,121.3961,80.598,40.7982,502.7794,121.3961,40.7982,502.7794,6.627400000000023,5.409140000000036,2.6768034644705017,103.60998889611147,91.9225649179742,1033.1856,14272.0,2015-01-02,6.360100000000045,17.73022000000003,5.355070000000012,10.858120000000042,3.0858367713483585,190.63738021354735,2015
2015-01-02 09:00:00,442.4663,309.4102,240.5262,68.884,759.3118,309.4102,68.884,759.3118,8.316430000000025,6.625100000000032,3.0858367713483585,108.66511168838817,89.08645862803276,1034.0344,392320.0,2015-01-02,6.360100000000045,17.73022000000003,5.355070000000012,10.858120000000042,3.0858367713483585,457.07453624621263,2015
2015-01-02 10:00:00,626.6444,468.9898,384.6959,84.294,862.8785,468.9898,84.294,862.8785,12.668000000000006,7.722620000000006,2.305350640601031,110.72586595759614,71.84908957435701,1034.1475,1013120.0,2015-01-02,6.360100000000045,17.73022000000003,5.355070000000012,10.858120000000042,3.0858367713483585,679.9069792405492,2015
