Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
Green Energy Park,-,بني كيل-Morocco,-,Morocco,32.451299,-1.84478,UTC+0,1230.0,UTC+1,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Wind Direction,Wind Speed,Relative Humidity
2021,1,1,0,0,0.0,0.0,0.0,-3.657079999999951,1.8357000000000312,1017.66875,268.95925755439225,1.4558675713533005,66.89895683191031
2021,1,1,1,0,0.0,0.0,0.0,-3.5450199999999654,1.991700000000037,1017.3325,283.0902780764118,1.0179216328226437,66.71412777094812
2021,1,1,2,0,0.0,0.0,0.0,-3.8850499999999775,1.931600000000003,1017.2981,262.5427942402556,0.4821511180504602,65.31631147709952
2021,1,1,3,0,0.0,0.0,0.0,-3.293829999999957,2.2570400000000177,1016.7944,202.72821909434384,0.6914157025422357,66.70295238876885
2021,1,1,4,0,0.0,0.0,0.0,-3.1667999999999665,2.4349600000000464,1016.44,220.46366340210943,0.7082897891721563,66.48999214032837
2021,1,1,5,0,0.0,0.0,0.0,-3.2968199999999683,1.4666400000000408,1016.1556,248.38339853619544,0.8415667203158695,70.5665290957236
2021,1,1,6,0,0.0,0.0,0.0,-3.544349999999952,0.9495500000000447,1016.2625,247.0722066031776,1.0496296778423289,71.89756235982452
2021,1,1,7,0,15.1356,30.2758,32.1289,-3.3529699999999707,0.7125000000000341,1016.3156,244.42423093998443,1.3821490247901815,74.19109193609088
2021,1,1,8,0,347.1538,98.567,188.4468,-1.7474699999999643,2.3546400000000176,1016.96375,242.67803383470115,1.7413343445233944,74.28994670742289
2021,1,1,9,0,934.6053,61.599,419.5073,-2.4221000000000004,3.49902000000003,1017.2844,248.41924719142412,1.849662352708812,65.1694123896754
2021,1,1,10,0,997.0079,69.6649,559.8318,-3.2068499999999744,8.842550000000017,1017.5406,277.03733955043515,3.6003501701201435,42.506057184379166
2021,1,1,11,0,1023.5544,73.7206,639.8521,-6.623569999999972,9.792500000000018,1016.4244,283.35156541853394,5.073829623320362,30.789440626181232
2021,1,1,12,0,995.7801,86.9237,647.5023,-8.896579999999972,10.29373000000004,1014.5594,283.075154825458,5.76056889595016,24.964798380488407
2021,1,1,13,0,912.6927,106.3848,581.6188,-9.32687999999996,10.815480000000036,1013.0981,285.0264597426872,6.438510450452177,23.311759671708984
2021,1,1,14,0,787.8417,113.9653,452.3459,-9.214579999999955,12.441250000000023,1012.29125,291.484144478238,6.840553831110826,21.122442971460657
2021,1,1,15,0,520.8288,106.2596,264.5337,-8.463169999999991,12.847860000000026,1011.9375,293.41132618063943,6.583914085451325,21.81181520212231
2021,1,1,16,0,160.4033,54.1519,79.1601,-9.073459999999956,12.831630000000018,1011.74125,287.8362496039505,6.179633145441969,20.817848846033023
2021,1,1,17,0,0.2844,0.6924,0.7044,-7.31741999999997,10.46040000000005,1012.02125,285.89970501333204,5.106699429902391,27.912841491095364
2021,1,1,18,0,0.0,0.0,0.0,-7.102759999999989,10.060699999999995,1012.15125,284.79435609005213,4.316373039905449,29.146924100626556
2021,1,1,19,0,0.0,0.0,0.0,-6.203829999999982,9.832539999999996,1013.1275,303.6191861691334,4.022891367011046,31.710515691918843
2021,1,1,20,0,0.0,0.0,0.0,-4.535739999999976,8.386930000000007,1014.4375,336.303955129312,4.105869031831668,39.67894243526391
2021,1,1,21,0,0.0,0.0,0.0,-2.522040000000004,6.7882000000000176,1016.1556,359.1324315915266,3.811334719060664,51.44722182344938
2021,1,1,22,0,0.0,0.0,0.0,0.9244300000000294,4.331230000000005,1016.4594,28.88342899422388,1.9927470324876024,78.49465399260713
2021,1,1,23,0,0.0,0.0,0.0,0.904100000000028,3.5002700000000004,1016.365,70.39773915406184,1.3275819537483364,83.09665107758596
2021,1,2,0,0,0.0,0.0,0.0,1.427500000000009,3.666700000000049,1015.79375,125.92862257537564,1.7118704237200022,85.2780271470106
2021,1,2,1,0,0.0,0.0,0.0,1.2096800000000485,2.956200000000024,1015.47875,140.63032246279369,1.400860033616264,88.27734220881062
2021,1,2,2,0,0.0,0.0,0.0,0.7596000000000345,2.163720000000012,1015.2469,147.55979220284567,1.1014438429191566,90.41544669211198
2021,1,2,3,0,0.0,0.0,0.0,0.6494400000000269,2.0465000000000373,1014.91,191.86187897800264,1.2022007380101287,90.45277570812922
2021,1,2,4,0,0.0,0.0,0.0,0.6688500000000204,2.7223000000000184,1014.7875,249.23150359029768,1.6573287146016749,86.32361974527913
2021,1,2,5,0,0.0,0.0,0.0,-0.082619999999963,2.460500000000025,1014.6831,273.4012533538712,2.442045689368168,83.28520245933203
2021,1,2,6,0,0.0,0.0,0.0,-0.4248000000000047,2.325130000000001,1015.3569,292.8698014876156,2.4883976141890187,82.02360068475751
2021,1,2,7,0,36.5802,28.3791,32.4669,-0.1229599999999777,3.2350700000000074,1016.0925,320.2143601968118,1.8027732961418887,78.60122347723046
2021,1,2,8,0,350.2534,99.1725,177.0504,0.8392600000000243,3.9570000000000505,1016.7306,359.53447676033875,1.3428025217838702,80.09066917129472
2021,1,2,9,0,245.3461,193.6668,286.6474,0.4731400000000008,4.204000000000008,1017.7106,18.29340473181905,1.4629583528329984,76.65889028303393
2021,1,2,10,0,233.9817,262.7446,377.6224,-0.2327300000000036,6.4587999999999965,1018.11375,353.0109649938962,2.6682948818817325,62.26461442630781
2021,1,2,11,0,78.7027,266.3698,309.1738,-0.0980599999999753,6.54534000000001,1017.5581,343.59587274101347,3.490425540257517,62.50382870257376
2021,1,2,12,0,53.561,287.4731,317.5558,-0.4137299999999868,5.723600000000033,1017.0675,337.0332168894212,3.8563306120622025,64.65142058159961
2021,1,2,13,0,236.8488,278.0189,400.9486,-0.8801599999999894,5.530480000000011,1016.81125,334.9781054402718,3.579730413341967,63.329215711631626
2021,1,2,14,0,97.6073,204.2764,247.8781,-1.0522499999999582,6.178160000000048,1015.8531,333.6014441841255,3.0175921558301764,59.794384181766645
2021,1,2,15,0,116.7261,148.3,186.1843,-1.0534999999999854,6.78866000000005,1015.10125,325.3464921432404,3.445390635780135,57.327054448526624
2021,1,2,16,0,4.4693,54.4817,55.0147,-1.2376199999999926,7.366849999999999,1015.0119,324.5039224658167,3.784245104658466,54.360739392666034
2021,1,2,17,0,0.0271,0.6346,0.6356,-2.592999999999961,6.083120000000008,1015.1356,327.92766945606047,3.632238830243541,53.72469448612373
2021,1,2,18,0,0.0,0.0,0.0,-2.791099999999972,5.68356,1016.0025,336.1741467357565,2.3420515204756898,54.42446755795866
2021,1,2,19,0,0.0,0.0,0.0,-2.903229999999951,5.132530000000031,1016.2806,355.3446635763138,1.6283119708211895,56.07889979531241
2021,1,2,20,0,0.0,0.0,0.0,-2.978599999999972,4.404140000000041,1017.31875,12.762099019312942,1.3986893488507512,58.67544343242827
2021,1,2,21,0,0.0,0.0,0.0,-4.203339999999969,3.107020000000034,1017.765,16.132873440440548,1.5033868440912028,58.65777636180924
2021,1,2,22,0,0.0,0.0,0.0,-5.322969999999998,2.669340000000034,1018.1881,21.20658173168121,1.3480299494396906,55.59845359711619
2021,1,2,23,0,0.0,0.0,0.0,-5.585499999999968,2.913400000000024,1018.3875,37.4970189003513,1.077655471060603,53.56410279353672
2021,1,3,0,0,0.0,0.0,0.0,-5.307099999999991,2.483670000000018,1018.65625,62.8131075671112,0.5344481721523322,56.40522020733223
2021,1,3,1,0,0.0,0.0,0.0,-5.104600000000005,1.996180000000038,1018.545,161.74349752180643,0.3470435080451056,59.30407849571958
2021,1,3,2,0,0.0,0.0,0.0,-5.0317699999999945,1.6719000000000506,1018.02625,211.1524277134563,0.703303451642255,61.03170969418276
2021,1,3,3,0,0.0,0.0,0.0,-4.337929999999972,2.098600000000033,1018.3269,260.2326272518216,0.6007335946944203,62.38203834709496
2021,1,3,4,0,0.0,0.0,0.0,-4.008759999999995,1.356960000000015,1018.2444,335.1018272270679,1.189151261079349,67.43266189916339
2021,1,3,5,0,0.0,0.0,0.0,-4.353549999999984,0.2902200000000334,1018.5744,346.902722965495,1.4821436926163165,70.96246303073846
2021,1,3,6,0,0.0,0.0,0.0,-4.00394,0.2663800000000265,1018.9294,0.2114033528095689,1.5094706747832414,72.97870575758284
2021,1,3,7,0,62.804,29.4695,35.7965,-3.6212999999999615,0.0821500000000128,1019.8225,10.427778039634733,1.477016140441563,76.11255911794727
2021,1,3,8,0,335.1853,102.8221,182.2091,-3.5452599999999848,2.0085000000000264,1020.66875,22.15469055693669,1.1474788026209286,66.63291069020572
2021,1,3,9,0,649.0374,115.4252,373.0633,-3.9081199999999967,2.300000000000012,1021.3731,14.288574144241124,1.3596574460784785,63.51130247477912
2021,1,3,10,0,1012.8265,67.4561,566.6784,-5.595299999999952,5.245020000000011,1021.3381,353.54518713893793,2.3786805699993785,45.43906895275408
2021,1,3,11,0,1046.9987,70.4338,651.7634,-6.37606999999997,5.797140000000013,1020.76125,340.09412196244097,3.6743331393205954,41.200027518278254
2021,1,3,12,0,1049.9609,72.6741,666.7642,-7.238299999999981,6.084130000000016,1019.2869,335.33955099490765,4.277246197230439,37.79965829729149
2021,1,3,13,0,1021.2612,74.0774,609.198,-8.060519999999997,6.348659999999995,1018.5006,331.02285961040707,4.289438340094294,34.82654186858083
2021,1,3,14,0,961.6864,71.0773,487.2003,-10.47384999999997,7.529870000000017,1018.1394,325.28747866013447,3.973223330608097,26.572587789439996
2021,1,3,15,0,847.7399,59.5688,312.9142,-10.257599999999968,7.625360000000001,1017.9706,322.80232086758184,3.5954262159509005,26.856186162356927
2021,1,3,16,0,551.9788,33.706,111.5588,-10.391699999999958,7.724570000000028,1017.62,325.39741946714594,3.0886454442608025,26.393212881645745
2021,1,3,17,0,11.4475,0.9781,1.3793,-11.56717999999995,5.573880000000031,1018.2194,331.034558400066,1.852359169001271,27.86594558498069
2021,1,3,18,0,0.0,0.0,0.0,-12.16825,5.970240000000047,1018.5081,356.8739897270578,0.5073008547673798,25.834355196191
2021,1,3,19,0,0.0,0.0,0.0,-12.32047,5.1539000000000215,1019.07625,120.0324971761537,0.7250263785075342,27.006955846774577
2021,1,3,20,0,0.0,0.0,0.0,-12.218050000000003,3.499960000000044,1018.9294,127.39936092900668,1.2807126120807717,30.577729647123277
2021,1,3,21,0,0.0,0.0,0.0,-12.209199999999951,1.711180000000013,1019.3419,151.30973649717075,1.3114802745531602,34.748684683698684
2021,1,3,22,0,0.0,0.0,0.0,-11.210669999999991,0.60677000000004,1019.2719,179.36976270640264,1.3386734847449815,40.756864379516855
2021,1,3,23,0,0.0,0.0,0.0,-11.041969999999992,-0.1447000000000002,1018.7175,185.67940531648375,1.5759580539587994,43.621548632393576
2021,1,4,0,0,0.0,0.0,0.0,-10.915499999999952,-0.5089499999999703,1018.4456,186.6934166480632,2.0374006236611986,45.24764898786046
2021,1,4,1,0,0.0,0.0,0.0,-11.286399999999958,-1.0877399999999966,1018.1231,191.5979448039522,2.458646815718665,45.827786898641286
2021,1,4,2,0,0.0,0.0,0.0,-11.38315,-1.693269999999984,1017.9975,189.0198769834947,2.7193420536432367,47.54362021594315
2021,1,4,3,0,0.0,0.0,0.0,-11.106179999999997,-1.4910600000000045,1018.0619,190.94000865951165,2.9413484993062244,47.88865258654511
2021,1,4,4,0,0.0,0.0,0.0,-10.87701999999996,-1.6378499999999576,1017.9219,193.6727349893735,2.813934071926848,49.30047697788588
2021,1,4,5,0,0.0,0.0,0.0,-10.695929999999976,-1.998329999999953,1017.8981,194.64332941603428,2.784475381409829,51.36270184879525
2021,1,4,6,0,0.0,0.0,0.0,-10.431129999999996,-1.83633999999995,1018.0781,197.75303761254384,2.930105806483167,51.83037184691446
2021,1,4,7,0,28.9035,28.5457,31.8533,-9.854619999999954,-2.115329999999972,1018.19,198.55544612505383,2.939101828707581,55.37713067098733
2021,1,4,8,0,413.8044,91.8786,190.9887,-8.288549999999987,1.4862300000000346,1018.6544,202.278231947373,2.9529885241861678,48.16501731206689
2021,1,4,9,0,832.2819,87.44,406.862,-7.826399999999978,2.7742000000000075,1019.1275,208.8022688222532,2.853379977500778,45.54157197912024
2021,1,4,10,0,428.9697,222.9351,428.7417,-6.093599999999981,8.177030000000002,1018.73,213.6837405161664,4.637188164738892,35.758969663112794
2021,1,4,11,0,497.2483,224.3001,504.0999,-6.212259999999958,8.835800000000006,1017.5606,221.59457949212467,6.373218616505871,33.88906596094471
2021,1,4,12,0,895.3714,126.9471,635.1161,-6.413059999999973,9.02606000000003,1016.0056,224.57129964791048,7.166950581609149,32.946079709808416
2021,1,4,13,0,326.9988,264.4383,436.6541,-6.705969999999979,9.006680000000017,1014.69875,226.63879324604684,7.170189775949982,32.25616288737969
2021,1,4,14,0,292.2363,216.1517,343.4725,-6.859559999999988,9.859770000000026,1014.0606,228.86870019371813,6.800597012343328,30.10013756943139
2021,1,4,15,0,422.5376,123.8198,247.1416,-6.898169999999993,9.732450000000028,1013.70875,228.26431654954277,6.341049969609835,30.268200798028204
2021,1,4,16,0,359.8263,46.5514,100.85,-7.404200000000003,9.706870000000038,1013.91375,224.4634526447354,5.885420115282341,29.1600286964115
2021,1,4,17,0,3.1296,1.2545,1.3583,-7.766879999999958,7.5022200000000225,1013.97,221.18786344779596,4.200922387353875,32.917341227698195
2021,1,4,18,0,0.0,0.0,0.0,-7.263499999999965,6.527280000000019,1014.2975,214.8158812514157,3.472574175212772,36.59055211225847
2021,1,4,19,0,0.0,0.0,0.0,-7.239359999999976,6.021630000000016,1014.6725,211.38730049241207,3.1672757091008936,37.96018841502816
2021,1,4,20,0,0.0,0.0,0.0,-7.367399999999975,4.908929999999998,1015.1206,205.79284458059345,3.104334350503998,40.60638054894085
2021,1,4,21,0,0.0,0.0,0.0,-7.88149999999996,3.0027000000000044,1015.19125,197.15778148801672,3.150094833552419,44.618413540601054
2021,1,4,22,0,0.0,0.0,0.0,-8.494359999999972,1.7401399999999967,1015.3831,194.29426591479285,2.829434531489872,46.54410522549565
2021,1,4,23,0,0.0,0.0,0.0,-8.26156999999995,1.9559000000000424,1015.0869,198.8906553988421,2.749487091894476,46.67007263086733
2021,1,5,0,0,0.0,0.0,0.0,-8.328129999999987,1.675040000000024,1014.83,197.7255604416716,2.774525509058879,47.37128489918624
2021,1,5,1,0,0.0,0.0,0.0,-7.828649999999982,1.711720000000014,1014.1844,192.65352651113733,2.5851250108307817,49.11689243854716
2021,1,5,2,0,0.0,0.0,0.0,-7.815470000000005,0.834920000000011,1013.6925,191.748490951785,2.4407651911712804,52.36500880298372
2021,1,5,3,0,0.0,0.0,0.0,-6.983249999999998,1.2001000000000204,1013.115,189.8032542498424,2.577941003039984,54.393152852371664
2021,1,5,4,0,0.0,0.0,0.0,-6.973059999999975,1.020840000000021,1012.5981,194.63497519652609,2.350177013759449,55.142626713640944
2021,1,5,5,0,0.0,0.0,0.0,-7.171969999999988,0.6048200000000179,1012.89375,206.74053257974637,2.279301459274964,55.95843321430123
2021,1,5,6,0,0.0,0.0,0.0,-6.923099999999977,0.7750500000000216,1012.7019,198.388272715702,2.3692481942699044,56.344655746894425
2021,1,5,7,0,0.0,8.6025,8.6025,-6.958469999999977,1.4954500000000053,1012.795,194.7337003203792,2.3236750156883166,53.35314108897234
2021,1,5,8,0,4.4733,68.1339,69.4445,-6.23187999999999,3.762100000000032,1013.02,193.0043920727296,2.104793830344217,48.01882500364062
2021,1,5,9,0,5.1419,154.8221,156.8874,-6.262429999999995,4.260000000000048,1013.3369,190.5827196575071,1.81173041401126,46.25950153912413
2021,1,5,10,0,75.044,269.852,308.1102,-5.129549999999995,9.11220000000003,1013.41375,208.63762159965324,2.150093994050802,36.12107587156275
2021,1,5,11,0,663.8772,181.0314,554.0902,-4.77652999999998,9.678920000000003,1011.9906,221.11276940534268,4.025828115351161,35.71136575599142
2021,1,5,12,0,876.2991,126.8915,625.6301,-4.924099999999953,10.097250000000033,1010.39125,227.733407817422,4.847625984900114,34.338857857735334
