datetime,TOA,Clear sky GHI,Clear sky BHI,Clear sky DHI,Clear sky BNI,GHI,DHI,DNI,Temperature,Dew Point,Wind Speed,Wind Direction,Relative Humidity,Pressure,Surface solar radiation downwards
2018-01-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.773580000000038,7.766400000000033,2.9370700528006224,48.004734474916376,87.30909858956085,1025.77125,0.0
2018-01-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.41073,7.643430000000023,2.986188939014156,50.37214626198032,88.7160411854996,1025.45625,0.0
2018-01-12 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.242850000000033,6.861700000000042,3.0397193447443467,49.46225183835608,91.00034783972148,1025.035,0.0
2018-01-12 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.564970000000017,6.027250000000038,3.1250982399903204,51.35723067872535,89.97469741325426,1024.7719,0.0
2018-01-12 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.550870000000032,6.011380000000031,3.2395357973738457,58.82598007002584,89.96260291436735,1024.3894,0.0
2018-01-12 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.991780000000006,5.507840000000044,3.33694684053321,69.77635749317963,90.26692410893308,1023.70875,0.0
2018-01-12 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0599300000000085,5.428800000000024,3.341760509634507,70.59837771518463,89.35427756885468,1022.6644,0.0
2018-01-12 07:00:00,21.0911,8.7563,3.8719,4.8843,70.1962,8.7563,4.8843,70.1962,6.622400000000027,4.809780000000046,3.154103546479405,59.17386181519093,88.19473212877095,1022.55875,0.0
2018-01-12 08:00:00,240.1234,152.2245,110.9214,41.3031,615.8514,152.2245,41.3031,615.8514,8.11360000000002,5.389200000000017,2.941733586779367,56.35897753211313,82.92462102033649,1022.9356,28736.0
2018-01-12 09:00:00,477.8438,350.7268,288.4821,62.2448,844.9039,350.7268,62.2448,844.9039,9.312400000000023,6.414100000000019,2.682709093158291,65.66638270802369,82.08551158726371,1023.55,491200.0
2018-01-12 10:00:00,664.5142,514.6122,440.5758,74.0364,931.9931,514.6122,74.0364,931.9931,12.279780000000017,8.441430000000025,2.2422743817675777,64.09041582571886,77.39501289235825,1023.9181,1169408.0
2018-01-12 11:00:00,787.4166,623.8873,542.85,81.0373,970.0499,623.8873,81.0373,970.0499,13.85214000000002,7.614340000000027,2.018396825352859,46.15261557811165,66.01873716964658,1023.6869,1747456.0
2018-01-12 12:00:00,838.1763,668.0439,582.8586,85.1853,978.6821,668.0439,85.1853,978.6821,15.617729999999996,7.704499999999996,2.0916113815771444,29.49213750839803,59.27899255965943,1022.8319,2139392.0
2018-01-12 13:00:00,813.3337,643.3608,556.6181,86.7427,962.9823,643.3608,86.7427,962.9823,16.58376000000004,7.474000000000046,2.065108014151243,21.33270595917888,54.86661739115579,1021.8969,2303296.0
2018-01-12 14:00:00,714.5804,552.6569,467.9489,84.7079,920.6967,552.6569,84.7079,920.6967,18.53237000000001,8.123300000000029,1.6405250316113131,7.946736896296016,50.71786173114149,1021.0544,2216960.0
2018-01-12 15:00:00,548.645,403.9285,326.8224,77.1062,834.7958,403.9285,77.1062,834.7958,19.01052000000004,8.407250000000033,1.5220780760389396,348.41565879654183,50.1836799417616,1021.0575,1896576.0
2018-01-12 16:00:00,326.8336,213.6228,154.512,59.1108,647.7721,213.6228,59.1108,647.7721,19.20016000000004,8.734100000000012,1.4754747599614166,329.50501345223523,50.704306450546646,1021.0475,1375232.0
2018-01-12 17:00:00,74.3945,35.3575,17.8156,17.5419,182.5022,35.3575,17.5419,182.5022,17.273580000000038,12.041770000000042,1.4726052990389584,309.725755909357,71.35158840067528,1021.5544,719360.0
2018-01-12 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.57922000000002,9.673730000000036,2.1959193902854723,296.2972636352937,67.89464062115815,1022.01,122368.0
2018-01-12 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.21750000000003,9.232450000000028,1.5268235632712648,276.3085120450103,67.45651293452286,1022.3069,0.0
2018-01-12 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.940150000000015,9.286339999999996,0.1687882470976069,179.35252985513534,73.5208887868154,1022.665,0.0
2018-01-12 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.786650000000009,8.768370000000004,1.2355043782101502,65.76312388771717,71.70676205828703,1022.4825,0.0
2018-01-12 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.07736,6.83605,1.725442994969096,66.67227189582738,85.85220856225413,1022.96875,0.0
2018-01-12 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.684750000000008,6.735250000000008,1.7446003265113397,68.86880001668352,87.55122491742074,1022.305,0.0
2018-01-13 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.717300000000023,5.824850000000026,1.5758706251215906,80.95841282405156,87.80614805808223,1021.8706,0.0
2018-01-13 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.267970000000048,6.191830000000039,1.357298917987947,90.2640903865868,86.75061055683574,1021.4969,0.0
2018-01-13 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.462180000000046,5.619650000000036,1.0327098445692913,102.61833636599196,88.08706146297483,1020.8706,0.0
2018-01-13 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.114700000000028,5.310330000000022,0.643867632757267,124.51257890243636,88.28954748308148,1021.11375,0.0
2018-01-13 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.983200000000011,5.130520000000047,0.7098128765785879,191.17055573304975,87.9814022831927,1021.4981,0.0
2018-01-13 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.896940000000029,5.390770000000032,0.9881005960587086,184.41505952244336,90.1205094367472,1021.6681,0.0
2018-01-13 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.197630000000004,5.257100000000037,0.8464244131942439,198.58029964198417,87.46502625466668,1021.83625,0.0
2018-01-13 07:00:00,21.3234,8.5327,3.4078,5.1249,60.8001,8.5327,5.1249,60.8001,8.105830000000026,5.48135000000002,0.5850491423761734,210.23513904796533,83.50120848151728,1022.9225,0.0
2018-01-13 08:00:00,241.0616,149.0401,104.6912,44.3489,576.6777,136.5585,57.5863,450.8482,9.150480000000016,5.806630000000041,0.8836833239944846,210.3507248065686,79.57528258964966,1023.64375,28800.0
2018-01-13 09:00:00,479.3173,346.094,278.7602,67.3338,813.3297,306.0139,108.8905,582.1931,9.66238000000004,6.798699999999997,0.9292944916251572,189.83614695970095,82.32678459160834,1024.5544,462144.0
2018-01-13 10:00:00,666.5608,510.12,430.5389,79.5811,907.7452,284.6732,237.8912,105.3617,12.709159999999995,8.165250000000015,1.1214275217258491,205.52079364975415,73.84724073408576,1025.2006,1124288.0
2018-01-13 11:00:00,790.0351,620.1144,533.7114,86.403,950.4352,233.3071,229.5662,6.8298,13.481840000000034,8.633140000000026,1.26100238681472,267.8523193351756,72.47637097493806,1025.0519,1658624.0
2018-01-13 12:00:00,841.3265,664.8045,573.2243,91.5802,958.8235,323.6986,292.7313,51.6441,14.248500000000035,8.995140000000049,2.064163914530929,289.1528663749236,70.66551188853374,1024.1,2023168.0
2018-01-13 13:00:00,816.9391,640.3561,544.8501,95.5061,938.3435,453.6707,322.2688,228.605,14.674770000000024,9.141700000000014,2.7724530941913264,291.0108642560712,69.42874246012344,1023.70125,2259776.0
2018-01-13 14:00:00,718.5338,549.8637,454.6676,95.1961,889.4172,516.4116,130.8935,753.0737,16.643500000000017,9.186360000000036,3.271521262447519,298.3605202802751,61.3933520220764,1022.7581,2207936.0
2018-01-13 15:00:00,552.8153,401.4608,313.9274,87.5334,795.3524,369.8426,111.064,641.2284,17.037350000000004,9.085470000000043,3.2891882545527933,304.86892460700545,59.473155409660926,1022.7906,1856768.0
2018-01-13 16:00:00,331.0755,211.9726,145.0337,66.9389,598.5302,185.0764,92.1775,406.9314,16.681200000000047,8.18118000000004,2.8673968719897163,309.7290168320493,57.21956544050385,1023.1756,1352576.0
2018-01-13 17:00:00,77.4992,35.596,15.8838,19.7122,156.7945,35.596,19.7122,156.7945,14.967340000000036,9.699000000000012,1.8447779084424905,309.61528291970154,70.73466137255367,1023.5856,715264.0
2018-01-13 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.659330000000011,9.30767000000003,1.933148596355606,301.6508778114787,80.04018407013481,1024.1169,113920.0
2018-01-13 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.423969999999995,8.151450000000011,1.2825034152790589,316.803070386849,75.17110784846506,1024.17625,0.0
2018-01-13 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.123440000000016,7.560170000000028,1.3638505397198368,11.432127797063131,73.64459172082212,1024.3906,0.0
2018-01-13 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.142330000000015,6.845450000000028,1.9436764290125448,23.224164718238328,74.82438242430844,1024.3231,0.0
2018-01-13 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.273580000000038,6.124400000000037,2.167357206280536,19.422178703717563,80.67170475635463,1024.3075,0.0
2018-01-13 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.424500000000023,6.76460000000003,2.414720661637205,30.25930294555176,83.45753476497072,1024.2794,0.0
2018-01-14 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.869169999999997,6.487630000000024,2.267644621253983,39.11777892049841,85.00571756988582,1024.005,0.0
2018-01-14 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.923730000000035,6.595240000000047,2.27759251653548,42.93861634456203,85.32276284623099,1024.0081,0.0
2018-01-14 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.612940000000037,6.483540000000005,1.902053149858279,55.07963730911624,86.46723927791527,1023.74,0.0
2018-01-14 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.654530000000022,6.629800000000046,1.560033172725637,72.5421031860361,87.09660959887448,1023.5525,0.0
2018-01-14 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.931240000000003,7.41348000000005,1.2658674773033076,71.63799659464001,90.20207262925766,1023.5825,0.0
2018-01-14 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.205219999999995,7.377980000000036,0.8427264641066505,82.24651485209232,88.3357461890834,1023.1694,0.0
2018-01-14 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.659420000000011,7.796100000000024,0.5244108898048806,94.94251685833235,88.15875466570627,1023.1319,0.0
2018-01-14 07:00:00,21.6095,7.4238,1.6784,5.7454,29.3843,7.3707,5.8042,27.8412,9.91840000000002,7.937700000000007,0.2847356003054224,62.87469697612918,87.48044993620724,1023.5444,0.0
2018-01-14 08:00:00,242.1416,136.2416,76.2174,60.0242,407.6385,100.1117,90.6193,67.2629,10.394460000000038,8.068630000000041,0.5539102933668033,10.992652666806292,85.49781782603193,1023.5606,13248.0
2018-01-14 09:00:00,480.9318,331.6634,235.9924,95.671,683.615,129.4402,120.2516,26.9727,9.58200000000005,8.143370000000004,1.629025535466609,346.2628745867605,90.73747160882786,1024.2225,243328.0
2018-01-14 10:00:00,668.7441,498.687,389.3361,109.351,817.3547,56.8399,56.8399,0.0,12.191430000000024,8.318870000000004,2.310437582046701,355.38537207612865,77.20157056192456,1024.4894,483648.0
2018-01-14 11:00:00,792.7825,612.1387,500.4486,111.6902,887.7859,44.4292,44.4277,0.0026,12.646800000000042,8.240260000000035,2.623345200462693,356.2938630705014,74.52839852339915,1024.53375,907712.0
2018-01-14 12:00:00,844.5948,659.8773,548.4575,111.4198,913.7428,216.0788,214.355,2.8629,12.993700000000048,8.121669999999995,2.650250775532081,350.0932428511808,72.27049782999508,1023.6106,964480.0
