#Meteo hourly data
#Site,hao
#Country,Morocco
#Data Source,Cams Solar radiations and ERA5 for meteorological data
#Time step,Hour
2015
#Latitude,32.2994
#Longitude,-9.2372
#Altitude,54.0
#Time zone,UTC+01:00
#Plane tilt,30
Year,Month,Day,Hour,Minute,GHI,DHI,DNI,GPI,Tamb,WindVel,Press,RelHum
,,,,,W/m2,W/m2,W/m2,W/m2,deg.C,m/s,mb,%
2015,1,1,0,0,0.0,0.0,0.0,0.0,10.90518000000003,2.4445348508579223,1029.3544,89.44191263430206
2015,1,1,1,0,0.0,0.0,0.0,0.0,10.795680000000004,2.4970865215188125,1029.3644,89.1104800778254
2015,1,1,2,0,0.0,0.0,0.0,0.0,9.749230000000011,2.516758514418138,1028.8775,90.25639899509146
2015,1,1,3,0,0.0,0.0,0.0,0.0,8.706630000000018,2.3986228377693624,1028.9306,91.10479647210904
2015,1,1,4,0,0.0,0.0,0.0,0.0,8.148860000000013,2.2997729528404216,1028.9056,91.573765038126
2015,1,1,5,0,0.0,0.0,0.0,0.0,7.730950000000007,2.3695777237753384,1028.9975,92.31191784864752
2015,1,1,6,0,0.0,0.0,0.0,0.0,7.359460000000013,2.5150970273188653,1029.29625,90.760017478912
2015,1,1,7,0,3.8144,2.8657,21.8488,4.12120401312306,7.337370000000021,2.726785224801951,1030.0606,90.5895488031028
2015,1,1,8,0,117.0256,46.4344,433.6803,175.78321330119377,7.629000000000019,3.044041745390348,1030.35,87.11682163679596
2015,1,1,9,0,304.0,79.3997,707.5118,441.1705636342893,9.160360000000026,3.655524851868429,1031.1744,85.28870745553436
2015,1,1,10,0,464.9202,95.1302,829.624,667.6724434581865,13.6866,3.326851885200539,1031.6444,70.86099228709189
2015,1,1,11,0,573.8199,101.9039,888.8112,831.3204542722522,15.220700000000022,3.300944511776926,1032.0394,66.00823156173499
2015,1,1,12,0,619.3523,103.3044,911.311,917.8463494393461,16.398650000000032,3.543173952271906,1030.84875,62.311836944007005
2015,1,1,13,0,597.5443,100.7454,904.757,919.1100004145377,17.087900000000047,3.73897097502597,1030.2031,59.45761889515605
