Latitude (decimal degrees) : 41.708235
Longitude (decimal degrees) : 12.549523
Elevation (m) : 82.0
month,year
01,2015
02,2022
03,2020
04,2014
05,2005
06,2014
07,2019
08,2023
09,2016
10,2012
11,2022
12,2018
time(UTC),T2m,RH,G(h),Gb(n),Gd(h),G(t),WS10m,WD10m,SP
20150101:0000,1.5751000000000204,55.70992686847085,0.0,0.0,0.0,0.0,5.883796655953342,20.09187510462968,1023.9094
20150101:0100,1.342550000000017,58.23812283764794,0.0,0.0,0.0,0.0,5.763778561347156,18.538700231997595,1023.9869
20150101:0200,0.9738399999999956,59.51713789063692,0.0,0.0,0.0,0.0,5.860147531073995,20.94337122346012,1024.58
20150101:0300,0.7046799999999962,60.3645424497765,0.0,0.0,0.0,0.0,5.650844110742823,21.12969385536753,1024.6331
20150101:0400,0.8930000000000291,60.47007828228893,0.0,0.0,0.0,0.0,5.4712567435874,20.850831315142656,1024.4206
20150101:0500,0.8969700000000103,61.69739521727795,0.0,0.0,0.0,0.0,5.251102105600267,21.03845562246967,1024.8775
20150101:0600,0.8145400000000222,61.33990117907644,3.8816,42.283,2.2724,6.5703362028776064,5.1089378996342045,21.94196014120316,1024.99375
20150101:0700,0.9448000000000434,60.22506010049479,106.1848,565.3239,30.4904,216.37938450127345,5.032292301021482,23.597414993239227,1025.5331
20150101:0800,2.390700000000038,58.91783668750603,258.945,808.451,48.5338,471.1456572214022,4.899620668534111,24.476738188490344,1025.8175
20150101:0900,3.804900000000032,56.72013298829973,378.1859,898.5776,57.2151,665.9024609220464,4.927867413639544,18.167056830782784,1026.1794
20150101:1000,6.751059999999995,47.14612392253157,446.2541,931.1994,61.6184,788.3279679785906,5.4914044601121175,15.93712930863191,1026.4469
20150101:1100,7.970700000000022,45.72102072656835,457.0621,931.3003,62.7654,830.6766055032879,5.498274473745767,17.222649425226294,1025.9319
20150101:1200,8.898650000000032,43.63239823881621,409.9799,901.5566,60.6873,788.0689127575707,5.636881421156581,22.943841517344268,1025.61875
20150101:1300,9.443380000000047,39.79562481031605,310.309,830.527,54.5571,659.4995595826068,5.9028250259813095,26.51034089523341,1025.5981
20150101:1400,9.60644000000002,37.29439506406472,170.1276,668.8226,41.5912,439.3924925563791,5.575433142589136,28.129195053467328,1025.66375
20150101:1500,9.08602000000002,36.88132956153095,29.9329,216.9945,12.721,103.0053844347966,5.378356324645351,27.014096307278194,1025.9369
20150101:1600,7.802030000000002,41.73323522538627,0.0,0.0,0.0,0.0,5.5943053145138455,25.14719943147476,1026.8706
20150101:1700,6.3799000000000206,46.34391683340117,0.0,0.0,0.0,0.0,6.0792556570173,23.54648029474781,1027.7081
20150101:1800,6.036280000000033,47.82200232526645,0.0,0.0,0.0,0.0,6.329238788693433,22.09654327990636,1028.43625
20150101:1900,5.59838000000002,50.50930759678975,0.0,0.0,0.0,0.0,6.004583552965888,22.339942960976472,1028.8525
20150101:2000,4.80776000000003,56.33630854480192,0.0,0.0,0.0,0.0,5.584906251431244,24.544928946524365,1029.2319
20150101:2100,4.069940000000031,61.06913647093506,0.0,0.0,0.0,0.0,5.062739154972755,29.506936784572147,1029.4756
20150101:2200,4.1971000000000345,69.05114935984072,0.0,0.0,0.0,0.0,4.910265694562871,33.55021805989446,1029.8144
20150101:2300,3.848080000000039,70.16714917287825,0.0,0.0,0.0,0.0,4.074277471253514,42.82606961670165,1029.6894
20150102:0000,3.5646600000000035,69.90141400400674,0.0,0.0,0.0,0.0,3.520112893304395,48.96213172509879,1029.7219
20150102:0100,3.496880000000033,69.43462879729252,0.0,0.0,0.0,0.0,3.1624946795493583,46.680178355569645,1029.7519
